point_identification;x;y;time;result_type;value
IC3_-10,3;29,36;-10,3;132;Soil.Uy;17,140
IC3_-10,3;29,36;-10,3;138;Soil.Uy;17,470
IC3_-10,3;29,36;-10,3;146;Soil.Uy;17,610
IC3_-10,3;29,36;-10,3;153;Soil.Uy;17,440
IC3_-10,3;29,36;-10,3;160;Soil.Uy;18,020
IC3_-10,3;29,36;-10,3;167;Soil.Uy;18,130
IC3_-10,3;29,36;-10,3;174;Soil.Uy;18,270
IC3_-11,3;29,36;-11,3;0;Soil.Ux;0,000
IC3_-11,3;29,36;-11,3;20;Soil.Ux;0,050
IC3_-11,3;29,36;-11,3;27;Soil.Ux;
IC3_-11,3;29,36;-11,3;34;Soil.Ux;0,070
IC3_-11,3;29,36;-11,3;41;Soil.Ux;0,200
IC3_-11,3;29,36;-11,3;48;Soil.Ux;0,240
IC3_-11,3;29,36;-11,3;55;Soil.Ux;0,190
IC3_-11,3;29,36;-11,3;62;Soil.Ux;0,300
IC3_-11,3;29,36;-11,3;69;Soil.Ux;0,440
IC3_-11,3;29,36;-11,3;76;Soil.Ux;0,450
IC3_-11,3;29,36;-11,3;83;Soil.Ux;0,410
IC3_-11,3;29,36;-11,3;90;Soil.Ux;0,450
IC3_-11,3;29,36;-11,3;97;Soil.Ux;0,450
IC3_-11,3;29,36;-11,3;104;Soil.Ux;0,380
IC3_-11,3;29,36;-11,3;111;Soil.Ux;0,380
IC3_-11,3;29,36;-11,3;118;Soil.Ux;0,410
IC3_-11,3;29,36;-11,3;125;Soil.Ux;0,490
IC3_-11,3;29,36;-11,3;132;Soil.Ux;0,520
IC3_-11,3;29,36;-11,3;138;Soil.Ux;0,560
IC3_-11,3;29,36;-11,3;146;Soil.Ux;0,540
IC3_-11,3;29,36;-11,3;153;Soil.Ux;0,570
IC3_-11,3;29,36;-11,3;160;Soil.Ux;0,580
IC3_-11,3;29,36;-11,3;167;Soil.Ux;0,580
IC3_-11,3;29,36;-11,3;174;Soil.Ux;0,530
IC3_-11,3;29,36;-11,3;0;Soil.Uy;0,000
IC3_-11,3;29,36;-11,3;20;Soil.Uy;0,790
IC3_-11,3;29,36;-11,3;27;Soil.Uy;
IC3_-11,3;29,36;-11,3;34;Soil.Uy;1,740
IC3_-11,3;29,36;-11,3;41;Soil.Uy;2,370
IC3_-11,3;29,36;-11,3;48;Soil.Uy;3,480
IC3_-11,3;29,36;-11,3;55;Soil.Uy;3,890
IC3_-11,3;29,36;-11,3;62;Soil.Uy;4,470
IC3_-11,3;29,36;-11,3;69;Soil.Uy;4,840
IC3_-11,3;29,36;-11,3;76;Soil.Uy;4,840
IC3_-11,3;29,36;-11,3;83;Soil.Uy;4,820
IC3_-11,3;29,36;-11,3;90;Soil.Uy;4,820
IC3_-11,3;29,36;-11,3;97;Soil.Uy;4,940
IC3_-11,3;29,36;-11,3;104;Soil.Uy;5,290
IC3_-11,3;29,36;-11,3;111;Soil.Uy;5,420
IC3_-11,3;29,36;-11,3;118;Soil.Uy;6,170
IC3_-11,3;29,36;-11,3;125;Soil.Uy;7,560
IC3_-11,3;29,36;-11,3;132;Soil.Uy;7,920
IC3_-11,3;29,36;-11,3;138;Soil.Uy;8,070
IC3_-11,3;29,36;-11,3;146;Soil.Uy;8,150
IC3_-11,3;29,36;-11,3;153;Soil.Uy;8,120
IC3_-11,3;29,36;-11,3;160;Soil.Uy;8,330
IC3_-11,3;29,36;-11,3;167;Soil.Uy;8,400
IC3_-11,3;29,36;-11,3;174;Soil.Uy;8,450
IC3_-11,8;29,36;-11,8;0;Soil.Ux;0,000
IC3_-11,8;29,36;-11,8;20;Soil.Ux;0,000
IC3_-11,8;29,36;-11,8;27;Soil.Ux;
IC3_-11,8;29,36;-11,8;34;Soil.Ux;0,000
IC3_-11,8;29,36;-11,8;41;Soil.Ux;0,000
IC3_-11,8;29,36;-11,8;48;Soil.Ux;0,000
IC3_-11,8;29,36;-11,8;55;Soil.Ux;0,000
IC3_-11,8;29,36;-11,8;62;Soil.Ux;0,000
IC3_-11,8;29,36;-11,8;69;Soil.Ux;0,000
IC3_-11,8;29,36;-11,8;76;Soil.Ux;0,000
IC3_-11,8;29,36;-11,8;83;Soil.Ux;0,000
IC3_-11,8;29,36;-11,8;90;Soil.Ux;0,000
IC3_-11,8;29,36;-11,8;97;Soil.Ux;0,000
IC3_-11,8;29,36;-11,8;104;Soil.Ux;0,000
IC3_-11,8;29,36;-11,8;111;Soil.Ux;0,000
IC3_-11,8;29,36;-11,8;118;Soil.Ux;0,000
IC3_-11,8;29,36;-11,8;125;Soil.Ux;0,000
IC3_-11,8;29,36;-11,8;132;Soil.Ux;0,000
IC3_-11,8;29,36;-11,8;138;Soil.Ux;0,000
IC3_-11,8;29,36;-11,8;146;Soil.Ux;0,000
IC3_-11,8;29,36;-11,8;153;Soil.Ux;0,000
IC3_-11,8;29,36;-11,8;160;Soil.Ux;0,000
IC3_-11,8;29,36;-11,8;167;Soil.Ux;0,000
IC3_-11,8;29,36;-11,8;174;Soil.Ux;0,000
IC3_-11,8;29,36;-11,8;0;Soil.Uy;0,000
IC3_-11,8;29,36;-11,8;20;Soil.Uy;0,000
IC3_-11,8;29,36;-11,8;27;Soil.Uy;
IC3_-11,8;29,36;-11,8;34;Soil.Uy;0,000
IC3_-11,8;29,36;-11,8;41;Soil.Uy;0,000
IC3_-11,8;29,36;-11,8;48;Soil.Uy;0,000
IC3_-11,8;29,36;-11,8;55;Soil.Uy;0,000
IC3_-11,8;29,36;-11,8;62;Soil.Uy;0,000
IC3_-11,8;29,36;-11,8;69;Soil.Uy;0,000
IC3_-11,8;29,36;-11,8;76;Soil.Uy;0,000
IC3_-11,8;29,36;-11,8;83;Soil.Uy;0,000
IC3_-11,8;29,36;-11,8;90;Soil.Uy;0,000
IC3_-11,8;29,36;-11,8;97;Soil.Uy;0,000
IC3_-11,8;29,36;-11,8;104;Soil.Uy;0,000
IC3_-11,8;29,36;-11,8;111;Soil.Uy;0,000
IC3_-11,8;29,36;-11,8;118;Soil.Uy;0,000
IC3_-11,8;29,36;-11,8;125;Soil.Uy;0,000
IC3_-11,8;29,36;-11,8;132;Soil.Uy;0,000
IC3_-11,8;29,36;-11,8;138;Soil.Uy;0,000
IC3_-11,8;29,36;-11,8;146;Soil.Uy;0,000
IC3_-11,8;29,36;-11,8;153;Soil.Uy;0,000
IC3_-11,8;29,36;-11,8;160;Soil.Uy;0,000
IC3_-11,8;29,36;-11,8;167;Soil.Uy;0,000
IC3_-11,8;29,36;-11,8;174;Soil.Uy;0,000
IC2_surface;34,32;-5,8;0;Soil.Ux;0,000
IC2_surface;34,32;-5,8;20;Soil.Ux;-0,009
IC2_surface;34,32;-5,8;27;Soil.Ux;-0,006
IC2_surface;34,32;-5,8;34;Soil.Ux;-0,008
IC2_surface;34,32;-5,8;41;Soil.Ux;-0,003
IC2_surface;34,32;-5,8;48;Soil.Ux;0,001
IC2_surface;34,32;-5,8;55;Soil.Ux;-0,002
IC2_surface;34,32;-5,8;62;Soil.Ux;-0,007
IC2_surface;34,32;-5,8;69;Soil.Ux;-0,007
IC2_surface;34,32;-5,8;76;Soil.Ux;-0,007
IC2_surface;34,32;-5,8;83;Soil.Ux;-0,008
IC2_surface;34,32;-5,8;90;Soil.Ux;-0,002
IC2_surface;34,32;-5,8;97;Soil.Ux;-0,002
IC2_surface;34,32;-5,8;104;Soil.Ux;-0,005
IC2_surface;34,32;-5,8;111;Soil.Ux;-0,003
IC2_surface;34,32;-5,8;118;Soil.Ux;-0,002
IC2_surface;34,32;-5,8;125;Soil.Ux;-0,004
IC2_surface;34,32;-5,8;132;Soil.Ux;-0,003
IC2_surface;34,32;-5,8;138;Soil.Ux;-0,003
IC2_surface;34,32;-5,8;146;Soil.Ux;0,002
IC2_surface;34,32;-5,8;153;Soil.Ux;0,004
IC2_surface;34,32;-5,8;160;Soil.Ux;0,000
IC2_surface;34,32;-5,8;0;Soil.Uy;0,000
IC2_surface;34,32;-5,8;20;Soil.Uy;0,013
IC2_surface;34,32;-5,8;27;Soil.Uy;0,014
IC2_surface;34,32;-5,8;34;Soil.Uy;0,017
IC2_surface;34,32;-5,8;41;Soil.Uy;0,014
IC2_surface;34,32;-5,8;48;Soil.Uy;0,023
IC2_surface;34,32;-5,8;55;Soil.Uy;0,030
IC2_surface;34,32;-5,8;62;Soil.Uy;0,031
IC2_surface;34,32;-5,8;69;Soil.Uy;0,034
IC2_surface;34,32;-5,8;76;Soil.Uy;0,037
IC2_surface;34,32;-5,8;83;Soil.Uy;0,040
IC2_surface;34,32;-5,8;90;Soil.Uy;0,041
IC2_surface;34,32;-5,8;97;Soil.Uy;0,039
IC2_surface;34,32;-5,8;104;Soil.Uy;0,037
IC2_surface;34,32;-5,8;111;Soil.Uy;0,038
IC2_surface;34,32;-5,8;118;Soil.Uy;0,044
IC2_surface;34,32;-5,8;125;Soil.Uy;0,053
IC2_surface;34,32;-5,8;132;Soil.Uy;0,057
IC2_surface;34,32;-5,8;138;Soil.Uy;0,058
IC2_surface;34,32;-5,8;146;Soil.Uy;0,053
IC2_surface;34,32;-5,8;153;Soil.Uy;0,054
IC2_surface;34,32;-5,8;160;Soil.Uy;0,060
IC2_-6,3;34,32;-6,3;0;Soil.Ux;0,000
IC2_-6,3;34,32;-6,3;20;Soil.Ux;1,330
IC2_-6,3;34,32;-6,3;27;Soil.Ux;2,500
IC2_-6,3;34,32;-6,3;34;Soil.Ux;2,770
IC2_-6,3;34,32;-6,3;41;Soil.Ux;2,700
IC2_-6,3;34,32;-6,3;48;Soil.Ux;2,460
IC2_-6,3;34,32;-6,3;55;Soil.Ux;1,020
IC2_-6,3;34,32;-6,3;62;Soil.Ux;0,980
IC2_-6,3;34,32;-6,3;69;Soil.Ux;1,010
IC2_-6,3;34,32;-6,3;76;Soil.Ux;1,030
IC2_-6,3;34,32;-6,3;83;Soil.Ux;0,870
IC2_-6,3;34,32;-6,3;90;Soil.Ux;0,650
IC2_-6,3;34,32;-6,3;97;Soil.Ux;0,660
IC2_-6,3;34,32;-6,3;104;Soil.Ux;-0,100
IC2_-6,3;34,32;-6,3;111;Soil.Ux;-0,130
IC2_-6,3;34,32;-6,3;118;Soil.Ux;-0,480
IC2_-6,3;34,32;-6,3;125;Soil.Ux;-0,670
IC2_-6,3;34,32;-6,3;132;Soil.Ux;-1,150
IC2_-6,3;34,32;-6,3;138;Soil.Ux;-1,190
IC2_-6,3;34,32;-6,3;146;Soil.Ux;-0,970
IC2_-6,3;34,32;-6,3;153;Soil.Ux;-1,210
IC2_-6,3;34,32;-6,3;160;Soil.Ux;-1,070
IC2_-6,3;34,32;-6,3;167;Soil.Ux;-0,900
IC2_-6,3;34,32;-6,3;174;Soil.Ux;-1,190
IC2_-6,3;34,32;-6,3;0;Soil.Uy;0,000
IC2_-6,3;34,32;-6,3;20;Soil.Uy;3,580
IC2_-6,3;34,32;-6,3;27;Soil.Uy;5,390
IC2_-6,3;34,32;-6,3;34;Soil.Uy;7,530
IC2_-6,3;34,32;-6,3;41;Soil.Uy;9,690
IC2_-6,3;34,32;-6,3;48;Soil.Uy;13,910
IC2_-6,3;34,32;-6,3;55;Soil.Uy;15,530
IC2_-6,3;34,32;-6,3;62;Soil.Uy;17,450
IC2_-6,3;34,32;-6,3;69;Soil.Uy;18,750
IC2_-6,3;34,32;-6,3;76;Soil.Uy;18,830
IC2_-6,3;34,32;-6,3;83;Soil.Uy;18,660
IC2_-6,3;34,32;-6,3;90;Soil.Uy;18,660
IC2_-6,3;34,32;-6,3;97;Soil.Uy;19,350
IC2_-6,3;34,32;-6,3;104;Soil.Uy;20,180
IC2_-6,3;34,32;-6,3;111;Soil.Uy;20,880
IC2_-6,3;34,32;-6,3;118;Soil.Uy;23,800
IC2_-6,3;34,32;-6,3;125;Soil.Uy;30,130
IC2_-6,3;34,32;-6,3;132;Soil.Uy;31,080
IC2_-6,3;34,32;-6,3;138;Soil.Uy;31,810
IC2_-6,3;34,32;-6,3;146;Soil.Uy;32,280
IC2_-6,3;34,32;-6,3;153;Soil.Uy;32,560
IC2_-6,3;34,32;-6,3;160;Soil.Uy;32,360
IC2_-6,3;34,32;-6,3;167;Soil.Uy;32,700
IC2_-6,3;34,32;-6,3;174;Soil.Uy;33,000
IC2_-7,3;34,32;-7,3;0;Soil.Ux;0,000
IC2_-7,3;34,32;-7,3;20;Soil.Ux;0,120
IC2_-7,3;34,32;-7,3;27;Soil.Ux;0,100
IC2_-7,3;34,32;-7,3;34;Soil.Ux;0,130
IC2_-7,3;34,32;-7,3;41;Soil.Ux;0,240
IC2_-7,3;34,32;-7,3;48;Soil.Ux;0,060
IC2_-7,3;34,32;-7,3;55;Soil.Ux;-1,000
IC2_-7,3;34,32;-7,3;62;Soil.Ux;-0,930
IC2_-7,3;34,32;-7,3;69;Soil.Ux;-0,830
IC2_-7,3;34,32;-7,3;76;Soil.Ux;-0,570
IC2_-7,3;34,32;-7,3;83;Soil.Ux;-0,470
IC2_-7,3;34,32;-7,3;90;Soil.Ux;-0,450
IC2_-7,3;34,32;-7,3;97;Soil.Ux;-0,360
IC2_-7,3;34,32;-7,3;104;Soil.Ux;-0,940
IC2_-7,3;34,32;-7,3;111;Soil.Ux;-0,940
IC2_-7,3;34,32;-7,3;118;Soil.Ux;-1,180
IC2_-7,3;34,32;-7,3;125;Soil.Ux;-1,260
IC2_-7,3;34,32;-7,3;132;Soil.Ux;-1,540
IC2_-7,3;34,32;-7,3;138;Soil.Ux;-1,480
IC2_-7,3;34,32;-7,3;146;Soil.Ux;-1,270
IC2_-7,3;34,32;-7,3;153;Soil.Ux;-1,470
IC2_-7,3;34,32;-7,3;160;Soil.Ux;-1,320
IC2_-7,3;34,32;-7,3;167;Soil.Ux;-1,140
IC2_-7,3;34,32;-7,3;174;Soil.Ux;-1,340
IC2_-7,3;34,32;-7,3;0;Soil.Uy;0,000
IC2_-7,3;34,32;-7,3;20;Soil.Uy;2,480
IC2_-7,3;34,32;-7,3;27;Soil.Uy;3,380
IC2_-7,3;34,32;-7,3;34;Soil.Uy;5,210
IC2_-7,3;34,32;-7,3;41;Soil.Uy;7,360
IC2_-7,3;34,32;-7,3;48;Soil.Uy;11,210
IC2_-7,3;34,32;-7,3;55;Soil.Uy;12,770
IC2_-7,3;34,32;-7,3;62;Soil.Uy;14,280
IC2_-7,3;34,32;-7,3;69;Soil.Uy;15,780
IC2_-7,3;34,32;-7,3;76;Soil.Uy;16,240
IC2_-7,3;34,32;-7,3;83;Soil.Uy;16,300
IC2_-7,3;34,32;-7,3;90;Soil.Uy;16,430
IC2_-7,3;34,32;-7,3;97;Soil.Uy;17,000
IC2_-7,3;34,32;-7,3;104;Soil.Uy;17,960
IC2_-7,3;34,32;-7,3;111;Soil.Uy;18,620
IC2_-7,3;34,32;-7,3;118;Soil.Uy;21,360
IC2_-7,3;34,32;-7,3;125;Soil.Uy;27,120
IC2_-7,3;34,32;-7,3;132;Soil.Uy;28,030
IC2_-7,3;34,32;-7,3;138;Soil.Uy;28,660
IC2_-7,3;34,32;-7,3;146;Soil.Uy;29,040
IC2_-7,3;34,32;-7,3;153;Soil.Uy;29,370
IC2_-7,3;34,32;-7,3;160;Soil.Uy;29,200
IC2_-7,3;34,32;-7,3;167;Soil.Uy;29,570
IC2_-7,3;34,32;-7,3;174;Soil.Uy;29,790
IC2_-8,3;34,32;-8,3;0;Soil.Ux;0,000
IC2_-8,3;34,32;-8,3;20;Soil.Ux;0,080
IC2_-8,3;34,32;-8,3;27;Soil.Ux;0,000
IC2_-8,3;34,32;-8,3;34;Soil.Ux;-0,120
IC2_-8,3;34,32;-8,3;41;Soil.Ux;-0,080
IC2_-8,3;34,32;-8,3;48;Soil.Ux;-0,250
IC2_-8,3;34,32;-8,3;55;Soil.Ux;-1,110
IC2_-8,3;34,32;-8,3;62;Soil.Ux;-1,040
IC2_-8,3;34,32;-8,3;69;Soil.Ux;-0,960
IC2_-8,3;34,32;-8,3;76;Soil.Ux;-0,830
IC2_-8,3;34,32;-8,3;83;Soil.Ux;-0,720
IC2_-8,3;34,32;-8,3;90;Soil.Ux;-0,750
IC2_-8,3;34,32;-8,3;97;Soil.Ux;-0,650
IC2_-8,3;34,32;-8,3;104;Soil.Ux;-1,140
IC2_-8,3;34,32;-8,3;111;Soil.Ux;-1,180
IC2_-8,3;34,32;-8,3;118;Soil.Ux;-1,300
IC2_-8,3;34,32;-8,3;125;Soil.Ux;-1,350
IC2_-8,3;34,32;-8,3;132;Soil.Ux;-1,630
IC2_-8,3;34,32;-8,3;138;Soil.Ux;-1,600
IC2_-8,3;34,32;-8,3;146;Soil.Ux;-1,450
IC2_-8,3;34,32;-8,3;153;Soil.Ux;-1,560
IC2_-8,3;34,32;-8,3;160;Soil.Ux;-1,510
IC2_-8,3;34,32;-8,3;167;Soil.Ux;-1,330
IC2_-8,3;34,32;-8,3;174;Soil.Ux;-1,490
IC2_-8,3;34,32;-8,3;0;Soil.Uy;0,000
IC2_-8,3;34,32;-8,3;20;Soil.Uy;2,220
IC2_-8,3;34,32;-8,3;27;Soil.Uy;2,950
IC2_-8,3;34,32;-8,3;34;Soil.Uy;4,460
IC2_-8,3;34,32;-8,3;41;Soil.Uy;6,240
IC2_-8,3;34,32;-8,3;48;Soil.Uy;9,400
IC2_-8,3;34,32;-8,3;55;Soil.Uy;10,740
IC2_-8,3;34,32;-8,3;62;Soil.Uy;11,960
IC2_-8,3;34,32;-8,3;69;Soil.Uy;13,150
IC2_-8,3;34,32;-8,3;76;Soil.Uy;13,530
IC2_-8,3;34,32;-8,3;83;Soil.Uy;13,560
IC2_-8,3;34,32;-8,3;90;Soil.Uy;13,700
IC2_-8,3;34,32;-8,3;97;Soil.Uy;14,190
IC2_-8,3;34,32;-8,3;104;Soil.Uy;15,080
IC2_-8,3;34,32;-8,3;111;Soil.Uy;15,600
IC2_-8,3;34,32;-8,3;118;Soil.Uy;17,960
IC2_-8,3;34,32;-8,3;125;Soil.Uy;22,810
IC2_-8,3;34,32;-8,3;132;Soil.Uy;23,520
IC2_-8,3;34,32;-8,3;138;Soil.Uy;24,030
IC2_-8,3;34,32;-8,3;146;Soil.Uy;24,370
IC2_-8,3;34,32;-8,3;153;Soil.Uy;24,620
IC2_-8,3;34,32;-8,3;160;Soil.Uy;24,450
IC2_-8,3;34,32;-8,3;167;Soil.Uy;24,740
IC2_-8,3;34,32;-8,3;174;Soil.Uy;24,940
IC2_-9,3;34,32;-9,3;0;Soil.Ux;0,000
IC2_-9,3;34,32;-9,3;20;Soil.Ux;0,110
IC2_-9,3;34,32;-9,3;27;Soil.Ux;0,110
IC2_-9,3;34,32;-9,3;34;Soil.Ux;-0,010
IC2_-9,3;34,32;-9,3;41;Soil.Ux;0,000
IC2_-9,3;34,32;-9,3;48;Soil.Ux;-0,110
IC2_-9,3;34,32;-9,3;55;Soil.Ux;-0,790
IC2_-9,3;34,32;-9,3;62;Soil.Ux;-0,670
IC2_-9,3;34,32;-9,3;69;Soil.Ux;-0,610
IC2_-9,3;34,32;-9,3;76;Soil.Ux;-0,570
IC2_-9,3;34,32;-9,3;83;Soil.Ux;-0,440
IC2_-9,3;34,32;-9,3;90;Soil.Ux;-0,520
IC2_-9,3;34,32;-9,3;97;Soil.Ux;-0,420
IC2_-9,3;34,32;-9,3;104;Soil.Ux;-0,810
IC2_-9,3;34,32;-9,3;111;Soil.Ux;-0,850
IC2_-9,3;34,32;-9,3;118;Soil.Ux;-0,970
IC2_-9,3;34,32;-9,3;125;Soil.Ux;-1,080
IC2_-9,3;34,32;-9,3;132;Soil.Ux;-1,260
IC2_-9,3;34,32;-9,3;138;Soil.Ux;-1,260
IC2_-9,3;34,32;-9,3;146;Soil.Ux;-1,080
IC2_-9,3;34,32;-9,3;153;Soil.Ux;-1,200
IC2_-9,3;34,32;-9,3;160;Soil.Ux;-1,140
IC2_-9,3;34,32;-9,3;167;Soil.Ux;-1,040
IC2_-9,3;34,32;-9,3;174;Soil.Ux;-1,110
IC2_-9,3;34,32;-9,3;0;Soil.Uy;0,000
IC2_-9,3;34,32;-9,3;20;Soil.Uy;1,960
IC2_-9,3;34,32;-9,3;27;Soil.Uy;2,630
IC2_-9,3;34,32;-9,3;34;Soil.Uy;3,800
IC2_-9,3;34,32;-9,3;41;Soil.Uy;5,260
IC2_-9,3;34,32;-9,3;48;Soil.Uy;7,820
IC2_-9,3;34,32;-9,3;55;Soil.Uy;8,900
IC2_-9,3;34,32;-9,3;62;Soil.Uy;9,870
IC2_-9,3;34,32;-9,3;69;Soil.Uy;10,800
IC2_-9,3;34,32;-9,3;76;Soil.Uy;11,050
IC2_-9,3;34,32;-9,3;83;Soil.Uy;11,020
IC2_-9,3;34,32;-9,3;90;Soil.Uy;11,160
IC2_-9,3;34,32;-9,3;97;Soil.Uy;11,560
IC2_-9,3;34,32;-9,3;104;Soil.Uy;12,310
IC2_-9,3;34,32;-9,3;111;Soil.Uy;12,740
IC2_-9,3;34,32;-9,3;118;Soil.Uy;14,700
IC2_-9,3;34,32;-9,3;125;Soil.Uy;18,570
IC2_-9,3;34,32;-9,3;132;Soil.Uy;19,150
IC2_-9,3;34,32;-9,3;138;Soil.Uy;19,510
IC2_-9,3;34,32;-9,3;146;Soil.Uy;19,790
IC2_-9,3;34,32;-9,3;153;Soil.Uy;20,010
IC2_-9,3;34,32;-9,3;160;Soil.Uy;19,880
IC2_-9,3;34,32;-9,3;167;Soil.Uy;20,040
IC2_-9,3;34,32;-9,3;174;Soil.Uy;20,200
IC2_-10,3;34,32;-10,3;0;Soil.Ux;0,000
IC2_-10,3;34,32;-10,3;20;Soil.Ux;0,000
IC2_-10,3;34,32;-10,3;27;Soil.Ux;0,040
IC2_-10,3;34,32;-10,3;34;Soil.Ux;-0,100
IC2_-10,3;34,32;-10,3;41;Soil.Ux;-0,110
IC2_-10,3;34,32;-10,3;48;Soil.Ux;-0,180
IC2_-10,3;34,32;-10,3;55;Soil.Ux;-0,600
IC2_-10,3;34,32;-10,3;62;Soil.Ux;-0,510
IC2_-10,3;34,32;-10,3;69;Soil.Ux;-0,490
IC2_-10,3;34,32;-10,3;76;Soil.Ux;-0,510
IC2_-10,3;34,32;-10,3;83;Soil.Ux;-0,410
IC2_-10,3;34,32;-10,3;90;Soil.Ux;-0,450
IC2_-10,3;34,32;-10,3;97;Soil.Ux;-0,410
IC2_-10,3;34,32;-10,3;104;Soil.Ux;-0,630
IC2_-10,3;34,32;-10,3;111;Soil.Ux;-0,690
IC2_-10,3;34,32;-10,3;118;Soil.Ux;-0,800
IC2_-10,3;34,32;-10,3;125;Soil.Ux;-0,950
IC2_-10,3;34,32;-10,3;132;Soil.Ux;-1,100
IC2_-10,3;34,32;-10,3;138;Soil.Ux;-1,110
IC2_-10,3;34,32;-10,3;146;Soil.Ux;-0,990
IC2_-10,3;34,32;-10,3;153;Soil.Ux;-1,120
IC2_-10,3;34,32;-10,3;160;Soil.Ux;-1,040
IC2_-10,3;34,32;-10,3;167;Soil.Ux;-0,970
IC2_-10,3;34,32;-10,3;174;Soil.Ux;-1,030
IC2_-10,3;34,32;-10,3;0;Soil.Uy;0,000
IC2_-10,3;34,32;-10,3;20;Soil.Uy;1,180
IC2_-10,3;34,32;-10,3;27;Soil.Uy;1,640
IC2_-10,3;34,32;-10,3;34;Soil.Uy;2,370
IC2_-10,3;34,32;-10,3;41;Soil.Uy;3,310
IC2_-10,3;34,32;-10,3;48;Soil.Uy;4,950
IC2_-10,3;34,32;-10,3;55;Soil.Uy;5,740
IC2_-10,3;34,32;-10,3;62;Soil.Uy;6,400
IC2_-10,3;34,32;-10,3;69;Soil.Uy;7,150
IC2_-10,3;34,32;-10,3;76;Soil.Uy;7,330
IC2_-10,3;34,32;-10,3;83;Soil.Uy;7,300
IC2_-10,3;34,32;-10,3;90;Soil.Uy;7,440
IC2_-10,3;34,32;-10,3;97;Soil.Uy;7,700
IC2_-10,3;34,32;-10,3;104;Soil.Uy;8,210
IC2_-10,3;34,32;-10,3;111;Soil.Uy;8,500
IC2_-10,3;34,32;-10,3;118;Soil.Uy;9,870
IC2_-10,3;34,32;-10,3;125;Soil.Uy;12,640
IC2_-10,3;34,32;-10,3;132;Soil.Uy;13,210
IC2_-10,3;34,32;-10,3;138;Soil.Uy;13,460
IC2_-10,3;34,32;-10,3;146;Soil.Uy;13,690
IC2_-10,3;34,32;-10,3;153;Soil.Uy;13,870
IC2_-10,3;34,32;-10,3;160;Soil.Uy;13,820
IC2_-10,3;34,32;-10,3;167;Soil.Uy;13,920
IC2_-10,3;34,32;-10,3;174;Soil.Uy;14,040
IC2_-11,3;34,32;-11,3;0;Soil.Ux;0,000
IC2_-11,3;34,32;-11,3;20;Soil.Ux;-0,070
IC2_-11,3;34,32;-11,3;27;Soil.Ux;-0,020
IC2_-11,3;34,32;-11,3;34;Soil.Ux;-0,060
IC2_-11,3;34,32;-11,3;41;Soil.Ux;-0,090
IC2_-11,3;34,32;-11,3;48;Soil.Ux;-0,120
IC2_-11,3;34,32;-11,3;55;Soil.Ux;-0,250
IC2_-11,3;34,32;-11,3;62;Soil.Ux;-0,200
IC2_-11,3;34,32;-11,3;69;Soil.Ux;-0,230
IC2_-11,3;34,32;-11,3;76;Soil.Ux;-0,250
IC2_-11,3;34,32;-11,3;83;Soil.Ux;-0,230
IC2_-11,3;34,32;-11,3;90;Soil.Ux;-0,230
IC2_-11,3;34,32;-11,3;97;Soil.Ux;-0,210
IC2_-11,3;34,32;-11,3;104;Soil.Ux;-0,290
IC2_-11,3;34,32;-11,3;111;Soil.Ux;-0,310
IC2_-11,3;34,32;-11,3;118;Soil.Ux;-0,380
IC2_-11,3;34,32;-11,3;125;Soil.Ux;-0,470
IC2_-11,3;34,32;-11,3;132;Soil.Ux;-0,530
IC2_-11,3;34,32;-11,3;138;Soil.Ux;-0,550
IC2_-11,3;34,32;-11,3;146;Soil.Ux;-0,510
IC2_-11,3;34,32;-11,3;153;Soil.Ux;-0,560
IC2_-11,3;34,32;-11,3;160;Soil.Ux;-0,550
IC2_-11,3;34,32;-11,3;167;Soil.Ux;-0,510
IC2_-11,3;34,32;-11,3;174;Soil.Ux;-0,540
IC2_-11,3;34,32;-11,3;0;Soil.Uy;0,000
IC2_-11,3;34,32;-11,3;20;Soil.Uy;0,230
IC2_-11,3;34,32;-11,3;27;Soil.Uy;0,360
IC2_-11,3;34,32;-11,3;34;Soil.Uy;0,560
IC2_-11,3;34,32;-11,3;41;Soil.Uy;0,850
IC2_-11,3;34,32;-11,3;48;Soil.Uy;1,360
IC2_-11,3;34,32;-11,3;55;Soil.Uy;1,620
IC2_-11,3;34,32;-11,3;62;Soil.Uy;1,870
IC2_-11,3;34,32;-11,3;69;Soil.Uy;2,180
IC2_-11,3;34,32;-11,3;76;Soil.Uy;2,280
IC2_-11,3;34,32;-11,3;83;Soil.Uy;2,310
IC2_-11,3;34,32;-11,3;90;Soil.Uy;2,360
IC2_-11,3;34,32;-11,3;97;Soil.Uy;2,450
IC2_-11,3;34,32;-11,3;104;Soil.Uy;2,620
IC2_-11,3;34,32;-11,3;111;Soil.Uy;2,730
IC2_-11,3;34,32;-11,3;118;Soil.Uy;3,260
IC2_-11,3;34,32;-11,3;125;Soil.Uy;4,480
IC2_-11,3;34,32;-11,3;132;Soil.Uy;4,870
IC2_-11,3;34,32;-11,3;138;Soil.Uy;5,050
IC2_-11,3;34,32;-11,3;146;Soil.Uy;5,190
IC2_-11,3;34,32;-11,3;153;Soil.Uy;5,270
IC2_-11,3;34,32;-11,3;160;Soil.Uy;5,280
IC2_-11,3;34,32;-11,3;167;Soil.Uy;5,370
IC2_-11,3;34,32;-11,3;174;Soil.Uy;5,420
IC2_-11,8;34,32;-11,8;0;Soil.Ux;0,000
